Concept code,Concept description,Vocabulary,Cancer
36554323,"Squamous cell carcinoma, keratinizing, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36558590,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36559559,"Squamous cell carcinoma, microinvasive of overlapping lesion of pancreas",ICDO3,Pancreatic
36564137,Squamous cell carcinoma with horn formation of head of pancreas,ICDO3,Pancreatic
36554581,Squamous cell carcinoma with horn formation of other specified parts of pancreas,ICDO3,Pancreatic
36559937,Squamous cell carcinoma with horn formation of tail of pancreas,ICDO3,Pancreatic
36554511,Superficial spreading adenocarcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36566798,Superficial spreading adenocarcinoma of tail of pancreas,ICDO3,Pancreatic
36558114,Tubular adenocarcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36568207,"Tumor cells, malignant of other specified parts of pancreas",ICDO3,Pancreatic
36568332,"Tumor cells, malignant of tail of pancreas",ICDO3,Pancreatic
36558579,"Verrucous carcinoma, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36562350,"Verrucous carcinoma, NOS, of tail of pancreas",ICDO3,Pancreatic
36566976,"Villous adenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36557435,Villous adenocarcinoma of tail of pancreas,ICDO3,Pancreatic
36525442,Acinar cell carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36549500,Acinar cell cystadenocarcinoma of body of pancreas,ICDO3,Pancreatic
36519153,Acinar cell cystadenocarcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36532005,"Acinar cell cystadenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36533908,Adenocarcinoma in adenomatous polyp of body of pancreas,ICDO3,Pancreatic
36531468,Adenocarcinoma in adenomatous polyp of overlapping lesion of pancreas,ICDO3,Pancreatic
36546281,"Adenocarcinoma in adenomatous polyp of pancreas, NOS",ICDO3,Pancreatic
36527900,Adenocarcinoma in adenomatous polyp of tail of pancreas,ICDO3,Pancreatic
36403058,"Adenocarcinoma in situ, intestinal type (C16._) of head of pancreas",ICDO3,Pancreatic
36524288,Adenocarcinoma in tubulovillous adenoma of head of pancreas,ICDO3,Pancreatic
36548594,Adenocarcinoma in tubulovillous adenoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36524859,"Adenocarcinoma in tubulovillous adenoma of pancreas, NOS",ICDO3,Pancreatic
36543527,Adenocarcinoma in tubulovillous adenoma of tail of pancreas,ICDO3,Pancreatic
36525324,Adenocarcinoma in villous adenoma of body of pancreas,ICDO3,Pancreatic
36526839,Adenocarcinoma in villous adenoma of head of pancreas,ICDO3,Pancreatic
36520322,Adenocarcinoma in villous adenoma of other specified parts of pancreas,ICDO3,Pancreatic
36541498,"Adenocarcinoma in villous adenoma of pancreas, NOS",ICDO3,Pancreatic
36527537,Adenocarcinoma in villous adenoma of tail of pancreas,ICDO3,Pancreatic
36527126,Adenocarcinoma with apocrine metaplasia of head of pancreas,ICDO3,Pancreatic
36549960,Adenocarcinoma with apocrine metaplasia of other specified parts of pancreas,ICDO3,Pancreatic
36535779,Adenocarcinoma with apocrine metaplasia of tail of pancreas,ICDO3,Pancreatic
36529147,Adenocarcinoma with cartilaginous and osseous metaplasia of head of pancreas,ICDO3,Pancreatic
36528094,Adenocarcinoma with cartilaginous and osseous metaplasia of other specified parts of pancreas,ICDO3,Pancreatic
36518986,Adenocarcinoma with cartilaginous and osseous metaplasia of tail of pancreas,ICDO3,Pancreatic
36519920,Adenocarcinoma with mixed subtypes of other specified parts of pancreas,ICDO3,Pancreatic
36545921,Adenocarcinoma with mixed subtypes of overlapping lesion of pancreas,ICDO3,Pancreatic
36542034,Adenocarcinoma with neuroendocrine differentiation of other specified parts of pancreas,ICDO3,Pancreatic
36529493,Adenocarcinoma with spindle cell metaplasia of body of pancreas,ICDO3,Pancreatic
36536510,Adenocarcinoma with spindle cell metaplasia of head of pancreas,ICDO3,Pancreatic
36544775,Adenocarcinoma with spindle cell metaplasia of other specified parts of pancreas,ICDO3,Pancreatic
36536231,Adenocarcinoma with spindle cell metaplasia of overlapping lesion of pancreas,ICDO3,Pancreatic
36518298,Adenocarcinoma with squamous metaplasia of body of pancreas,ICDO3,Pancreatic
36534876,Adenocarcinoma with squamous metaplasia of tail of pancreas,ICDO3,Pancreatic
36548809,Basal cell adenocarcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36538230,Basal cell adenocarcinoma of tail of pancreas,ICDO3,Pancreatic
36520068,"Carcinoma, anaplastic, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36536431,"Carcinoma, anaplastic, NOS, of pancreas, NOS",ICDO3,Pancreatic
36538219,Carcinoma simplex of body of pancreas,ICDO3,Pancreatic
36545252,Carcinoma simplex of overlapping lesion of pancreas,ICDO3,Pancreatic
36536273,Carcinoma simplex of tail of pancreas,ICDO3,Pancreatic
36531801,Carcinoma with osteoclast-like giant cells of body of pancreas,ICDO3,Pancreatic
36533104,Carcinoma with osteoclast-like giant cells of tail of pancreas,ICDO3,Pancreatic
36529707,Cystic hypersecretory carcinoma of body of pancreas,ICDO3,Pancreatic
36538350,Cystic hypersecretory carcinoma of head of pancreas,ICDO3,Pancreatic
36531751,Cystic hypersecretory carcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36550188,Cystic hypersecretory carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36522845,"Cystic hypersecretory carcinoma of pancreas, NOS",ICDO3,Pancreatic
36531945,"Duct carcinoma, desmoplastic type of other specified parts of pancreas",ICDO3,Pancreatic
36526312,"Duct carcinoma, desmoplastic type of pancreas, NOS",ICDO3,Pancreatic
36525356,Encapsulated papillary carcinoma with invasion of body of pancreas,ICDO3,Pancreatic
36533741,Encapsulated papillary carcinoma with invasion of head of pancreas,ICDO3,Pancreatic
36530071,Encapsulated papillary carcinoma with invasion of other specified parts of pancreas,ICDO3,Pancreatic
36541762,Encapsulated papillary carcinoma with invasion of overlapping lesion of pancreas,ICDO3,Pancreatic
36520577,Encapsulated papillary carcinoma with invasion of tail of pancreas,ICDO3,Pancreatic
36523824,Giant cell and spindle cell carcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36546073,Giant cell carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36529887,"Giant cell carcinoma of pancreas, NOS",ICDO3,Pancreatic
36536265,Glassy cell carcinoma of body of pancreas,ICDO3,Pancreatic
36543462,Glassy cell carcinoma of head of pancreas,ICDO3,Pancreatic
36529918,Glassy cell carcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36530115,Glassy cell carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36545422,Glassy cell carcinoma of tail of pancreas,ICDO3,Pancreatic
36536865,Hepatoid adenocarcinoma of body of pancreas,ICDO3,Pancreatic
36550666,Hepatoid adenocarcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36550800,"Hepatoid adenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36545660,Hepatoid adenocarcinoma of tail of pancreas,ICDO3,Pancreatic
36518941,"Infiltrating duct mixed with other types of carcinoma of pancreas, NOS",ICDO3,Pancreatic
36525930,Infiltrating ductular carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36532697,"Infiltrating ductular carcinoma of pancreas, NOS",ICDO3,Pancreatic
36542231,Infiltrating ductular carcinoma of tail of pancreas,ICDO3,Pancreatic
36546008,Intraductal papillary adenocarcinoma with invasion of body of pancreas,ICDO3,Pancreatic
36541054,Intraductal papillary adenocarcinoma with invasion of other specified parts of pancreas,ICDO3,Pancreatic
36530527,Intraductal papillary adenocarcinoma with invasion of overlapping lesion of pancreas,ICDO3,Pancreatic
36525859,"Intraductal papillary adenocarcinoma with invasion of pancreas, NOS",ICDO3,Pancreatic
36541803,Intraductal papillary mucinous neoplasm with an associated invasive carcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36403005,Invasive micropapillary carcinoma of breast of head of pancreas,ICDO3,Pancreatic
36547636,"Large cell carcinoma, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36547307,Large cell carcinoma with rhabdoid phenotype of body of pancreas,ICDO3,Pancreatic
36527242,Large cell carcinoma with rhabdoid phenotype of head of pancreas,ICDO3,Pancreatic
36549675,Large cell carcinoma with rhabdoid phenotype of other specified parts of pancreas,ICDO3,Pancreatic
36535551,Large cell carcinoma with rhabdoid phenotype of tail of pancreas,ICDO3,Pancreatic
36526835,"Malignant tumor, clear cell type of body of pancreas",ICDO3,Pancreatic
36536542,"Malignant tumor, clear cell type of head of pancreas",ICDO3,Pancreatic
36539008,"Malignant tumor, clear cell type of other specified parts of pancreas",ICDO3,Pancreatic
36539320,"Malignant tumor, clear cell type of overlapping lesion of pancreas",ICDO3,Pancreatic
36531020,"Malignant tumor, clear cell type of tail of pancreas",ICDO3,Pancreatic
36526566,"Malignant tumor, giant cell type of overlapping lesion of pancreas",ICDO3,Pancreatic
36543227,"Malignant tumor, giant cell type of pancreas, NOS",ICDO3,Pancreatic
36536046,"Malignant tumor, giant cell type of tail of pancreas",ICDO3,Pancreatic
36548578,"Malignant tumor, spindle cell type of body of pancreas",ICDO3,Pancreatic
36541237,"Malignant tumor, spindle cell type of head of pancreas",ICDO3,Pancreatic
36529808,"Malignant tumor, spindle cell type of other specified parts of pancreas",ICDO3,Pancreatic
36531678,"Malignant tumor, spindle cell type of overlapping lesion of pancreas",ICDO3,Pancreatic
36540475,"Malignant tumor, spindle cell type of pancreas, NOS",ICDO3,Pancreatic
36531790,"Malignant tumor, spindle cell type of tail of pancreas",ICDO3,Pancreatic
36546695,"Metaplastic carcinoma, NOS, of body of pancreas",ICDO3,Pancreatic
36546789,"Metaplastic carcinoma, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36540811,"Metaplastic carcinoma, NOS, of tail of pancreas",ICDO3,Pancreatic
36533132,Mixed cell adenocarcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36524270,"Mixed cell adenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36544534,Mixed cell adenocarcinoma of tail of pancreas,ICDO3,Pancreatic
36548229,Mucinous cystic neoplasm with high grade dysplasia of body of pancreas,ICDO3,Pancreatic
36525542,Mucinous cystic neoplasm with high grade dysplasia of head of pancreas,ICDO3,Pancreatic
36550351,Mucinous cystic neoplasm with high grade dysplasia of other specified parts of pancreas,ICDO3,Pancreatic
36541126,Mucinous cystic neoplasm with high grade dysplasia of overlapping lesion of pancreas,ICDO3,Pancreatic
36527334,"Papillary carcinoma, NOS, of body of pancreas",ICDO3,Pancreatic
36538825,"Papillary carcinoma, NOS, of head of pancreas",ICDO3,Pancreatic
36523744,"Papillary carcinoma, NOS, of overlapping lesion of pancreas",ICDO3,Pancreatic
36537718,"Papillary carcinoma, NOS, of tail of pancreas",ICDO3,Pancreatic
36544923,"Papillary cystadenocarcinoma, NOS, of body of pancreas",ICDO3,Pancreatic
36541519,"Papillary cystadenocarcinoma, NOS, of head of pancreas",ICDO3,Pancreatic
36526653,"Papillary cystadenocarcinoma, NOS, of tail of pancreas",ICDO3,Pancreatic
36542603,Papillary squamous cell carcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36544209,Papillary squamous cell carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36524944,Papillary squamous cell carcinoma of tail of pancreas,ICDO3,Pancreatic
36518705,Pleomorphic carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36519114,Polygonal cell carcinoma of head of pancreas,ICDO3,Pancreatic
36522133,Polygonal cell carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36537838,"Polygonal cell carcinoma of pancreas, NOS",ICDO3,Pancreatic
36527497,"Serous carcinoma, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36548351,"Serous carcinoma, NOS, of pancreas, NOS",ICDO3,Pancreatic
36539442,"Serous carcinoma, NOS, of tail of pancreas",ICDO3,Pancreatic
36522381,Signet ring cell carcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36537607,"Solid carcinoma, NOS, of body of pancreas",ICDO3,Pancreatic
36537548,"Solid carcinoma, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36546659,"Solid carcinoma, NOS, of pancreas, NOS",ICDO3,Pancreatic
36542553,"Spindle cell carcinoma, NOS, of body of pancreas",ICDO3,Pancreatic
36537418,"Spindle cell carcinoma, NOS, of other specified parts of pancreas",ICDO3,Pancreatic
36546106,"Spindle cell carcinoma, NOS, of tail of pancreas",ICDO3,Pancreatic
36517192,"Squamous cell carcinoma, adenoid of body of pancreas",ICDO3,Pancreatic
36525449,"Squamous cell carcinoma, adenoid of head of pancreas",ICDO3,Pancreatic
36530183,"Squamous cell carcinoma, adenoid of other specified parts of pancreas",ICDO3,Pancreatic
36535671,"Squamous cell carcinoma, adenoid of overlapping lesion of pancreas",ICDO3,Pancreatic
36527557,"Squamous cell carcinoma, adenoid of tail of pancreas",ICDO3,Pancreatic
36549407,"Squamous cell carcinoma, keratinizing, NOS, of body of pancreas",ICDO3,Pancreatic
36543444,"Squamous cell carcinoma, keratinizing, NOS, of overlapping lesion of pancreas",ICDO3,Pancreatic
36522559,"Squamous cell carcinoma, keratinizing, NOS, of pancreas, NOS",ICDO3,Pancreatic
36547093,"Squamous cell carcinoma, keratinizing, NOS, of tail of pancreas",ICDO3,Pancreatic
36542543,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of body of pancreas",ICDO3,Pancreatic
36530594,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of head of pancreas",ICDO3,Pancreatic
36525206,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of overlapping lesion of pancreas",ICDO3,Pancreatic
36533480,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of pancreas, NOS",ICDO3,Pancreatic
36545655,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of tail of pancreas",ICDO3,Pancreatic
36546351,"Squamous cell carcinoma, microinvasive of body of pancreas",ICDO3,Pancreatic
36527912,"Squamous cell carcinoma, microinvasive of head of pancreas",ICDO3,Pancreatic
36531863,"Squamous cell carcinoma, microinvasive of other specified parts of pancreas",ICDO3,Pancreatic
36542609,"Squamous cell carcinoma, microinvasive of pancreas, NOS",ICDO3,Pancreatic
36537172,"Squamous cell carcinoma, microinvasive of tail of pancreas",ICDO3,Pancreatic
36524982,"Squamous cell carcinoma, spindle cell of body of pancreas",ICDO3,Pancreatic
36549944,"Squamous cell carcinoma, spindle cell of head of pancreas",ICDO3,Pancreatic
36530804,"Squamous cell carcinoma, spindle cell of other specified parts of pancreas",ICDO3,Pancreatic
36536138,"Squamous cell carcinoma, spindle cell of overlapping lesion of pancreas",ICDO3,Pancreatic
36543966,"Squamous cell carcinoma, spindle cell of pancreas, NOS",ICDO3,Pancreatic
36526040,"Squamous cell carcinoma, spindle cell of tail of pancreas",ICDO3,Pancreatic
36530531,Squamous cell carcinoma with horn formation of body of pancreas,ICDO3,Pancreatic
36550757,Squamous cell carcinoma with horn formation of overlapping lesion of pancreas,ICDO3,Pancreatic
36532039,"Squamous cell carcinoma with horn formation of pancreas, NOS",ICDO3,Pancreatic
36541196,Superficial spreading adenocarcinoma of body of pancreas,ICDO3,Pancreatic
36534609,Superficial spreading adenocarcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36529433,"Superficial spreading adenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36550681,Tubular adenocarcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36539383,"Tubular adenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36534312,"Tumor cells, malignant of overlapping lesion of pancreas",ICDO3,Pancreatic
36521234,"Verrucous carcinoma, NOS, of body of pancreas",ICDO3,Pancreatic
36549741,"Verrucous carcinoma, NOS, of head of pancreas",ICDO3,Pancreatic
36528193,"Verrucous carcinoma, NOS, of overlapping lesion of pancreas",ICDO3,Pancreatic
36540640,"Verrucous carcinoma, NOS, of pancreas, NOS",ICDO3,Pancreatic
36540629,Villous adenocarcinoma of body of pancreas,ICDO3,Pancreatic
36540783,Villous adenocarcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36536276,Villous adenocarcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36558557,Papillary mucinous cystadenocarcinoma of overlapping lesion of pancreas,ICDO3,Pancreatic
36562757,Papillary mucinous cystadenocarcinoma of tail of pancreas,ICDO3,Pancreatic
36527676,Papillary mucinous cystadenocarcinoma of body of pancreas,ICDO3,Pancreatic
36541124,Papillary mucinous cystadenocarcinoma of head of pancreas,ICDO3,Pancreatic
36519308,Papillary mucinous cystadenocarcinoma of other specified parts of pancreas,ICDO3,Pancreatic
36544437,"Papillary mucinous cystadenocarcinoma of pancreas, NOS",ICDO3,Pancreatic
36519584,"Papillary urothelial carcinoma, non-invasive of prostate gland",ICDO3,Prostate
36534013,"Squamous cell carcinoma, keratinizing, NOS, of prostate gland",ICDO3,Prostate
36540664,Adenoid cystic carcinoma of prostate gland,ICDO3,Prostate
44501195,"Transitional cell carcinoma, NOS, of prostate gland",ICDO3,Prostate
44503558,Adenosquamous carcinoma of prostate gland,ICDO3,Prostate
37395835,Familial prostate cancer,SNOMED,Prostate
37311683,Acinar cell cystadenocarcinoma of prostate,SNOMED,Prostate
37311236,Infiltrating duct carcinoma of prostate,SNOMED,Prostate
36716186,Hormone sensitive prostate cancer,SNOMED,Prostate
36684947,Metastatic castration-resistant prostate cancer,SNOMED,Prostate
4164017,Squamous cell carcinoma of prostate,SNOMED,Prostate
4163261,Malignant tumor of prostate,SNOMED,Prostate
4161028,Adenocarcinoma of prostate,SNOMED,Prostate
4141960,Hormone refractory prostate cancer,SNOMED,Prostate
4116087,Carcinoma of prostate,SNOMED,Prostate
4082919,Endometrioid carcinoma of prostate,SNOMED,Prostate
200962,Primary malignant neoplasm of prostate,SNOMED,Prostate
36530505,Adenocarcinoma with spindle cell metaplasia of prostate gland,ICDO3,Prostate
36535056,Adenocarcinoma with squamous metaplasia of prostate gland,ICDO3,Prostate
36550817,Alveolar adenocarcinoma of prostate gland,ICDO3,Prostate
36554139,Tubular adenocarcinoma of prostate gland,ICDO3,Prostate
36556105,"Intraductal carcinoma, noninfiltrating, NOS, of prostate gland",ICDO3,Prostate
36560590,"Clear cell adenocarcinoma, NOS, of prostate gland",ICDO3,Prostate
36568174,"Tumor cells, malignant of prostate gland",ICDO3,Prostate
44499514,"Infiltrating duct carcinoma, NOS, of prostate gland",ICDO3,Prostate
44499641,"Papillary adenocarcinoma, NOS, of prostate gland",ICDO3,Prostate
44499712,"Carcinoma, undifferentiated, NOS, of prostate gland",ICDO3,Prostate
44499820,Adenocarcinoma with neuroendocrine differentiation of prostate gland,ICDO3,Prostate
44500459,Signet ring cell carcinoma of prostate gland,ICDO3,Prostate
44500595,Adenocarcinoma with mixed subtypes of prostate gland,ICDO3,Prostate
44501350,Mucinous adenocarcinoma of prostate gland,ICDO3,Prostate
44501528,Mucin-producing adenocarcinoma of prostate gland,ICDO3,Prostate
44502000,"Neoplasm, malignant of prostate gland",ICDO3,Prostate
44502035,Acinar cell carcinoma of prostate gland,ICDO3,Prostate
44503133,"Carcinoma, NOS, of prostate gland",ICDO3,Prostate
44503145,"Cribriform carcinoma, NOS, of prostate gland",ICDO3,Prostate
2146483593,Carcinoma simplex of prostate,CRN,Prostate
36517801,Superficial spreading adenocarcinoma of prostate gland,ICDO3,Prostate
36539709,"Solid carcinoma, NOS, of prostate gland",ICDO3,Prostate
36550618,Scirrhous adenocarcinoma of prostate gland,ICDO3,Prostate
36554023,Basal cell adenocarcinoma of prostate gland,ICDO3,Prostate
36556099,"Metaplastic carcinoma, NOS, of prostate gland",ICDO3,Prostate
42512655,Mixed acinar-ductal carcinoma of prostate gland,ICDO3,Prostate
36535925,Giant cell carcinoma of prostate gland,ICDO3,Prostate
44499685,"Adenocarcinoma, NOS, of prostate gland",ICDO3,Prostate
44499734,Papillary urothelial carcinoma of prostate gland,ICDO3,Prostate
1553133,Non-small cell carcinoma of prostate gland,ICDO3,Prostate
36552560,Adenocarcinoma with apocrine metaplasia of prostate gland,ICDO3,Prostate
36566722,"Carcinoma, anaplastic, NOS, of prostate gland",ICDO3,Prostate
36559613,Carcinoma with osteoclast-like giant cells of prostate gland,ICDO3,Prostate
36564577,"Duct carcinoma, desmoplastic type of prostate gland",ICDO3,Prostate
36559535,Encapsulated papillary carcinoma with invasion of prostate gland,ICDO3,Prostate
44503555,Intraductal papillary adenocarcinoma with invasion of prostate gland,ICDO3,Prostate
36557451,Large cell carcinoma with rhabdoid phenotype of prostate gland,ICDO3,Prostate
36563308,"Malignant melanoma, NOS, of prostate gland",ICDO3,Prostate
36564066,"Malignant tumor, clear cell type of prostate gland",ICDO3,Prostate
36566340,"Medullary carcinoma, NOS, of prostate gland",ICDO3,Prostate
44500734,Mixed cell adenocarcinoma of prostate gland,ICDO3,Prostate
36567202,Papillary squamous cell carcinoma of prostate gland,ICDO3,Prostate
44500716,"Squamous cell carcinoma, adenoid of prostate gland",ICDO3,Prostate
44499428,"Squamous cell carcinoma, NOS, of prostate gland",ICDO3,Prostate
36553778,"Verrucous carcinoma, NOS, of prostate gland",ICDO3,Prostate
36550033,Acinar cell cystadenocarcinoma of prostate gland,ICDO3,Prostate
36519743,Adenocarcinoma in tubulovillous adenoma of prostate gland,ICDO3,Prostate
36538788,Adenocarcinoma in villous adenoma of prostate gland,ICDO3,Prostate
36520903,Adenocarcinoma with cartilaginous and osseous metaplasia of prostate gland,ICDO3,Prostate
36528487,Basaloid carcinoma of prostate gland,ICDO3,Prostate
36540985,"Choriocarcinoma, NOS, of prostate gland",ICDO3,Prostate
36545616,Glassy cell carcinoma of prostate gland,ICDO3,Prostate
36540099,"Malignant tumor, giant cell type of prostate gland",ICDO3,Prostate
36525551,"Malignant tumor, spindle cell type of prostate gland",ICDO3,Prostate
36551411,Oxyphilic adenocarcinoma of prostate gland,ICDO3,Prostate
36529044,"Papillary carcinoma, NOS, of prostate gland",ICDO3,Prostate
36533689,Pleomorphic carcinoma of prostate gland,ICDO3,Prostate
36544659,Polygonal cell carcinoma of prostate gland,ICDO3,Prostate
36525240,"Rhabdoid tumor, NOS, of prostate gland",ICDO3,Prostate
36519069,Schneiderian carcinoma of prostate gland,ICDO3,Prostate
36524677,"Spindle cell carcinoma, NOS, of prostate gland",ICDO3,Prostate
36531450,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of prostate gland",ICDO3,Prostate
36532395,"Squamous cell carcinoma, microinvasive of prostate gland",ICDO3,Prostate
36543315,"Squamous cell carcinoma, spindle cell of prostate gland",ICDO3,Prostate
36534105,Squamous cell carcinoma with horn formation of prostate gland,ICDO3,Prostate
36543398,"Urothelial carcinoma, micropapillary of prostate gland",ICDO3,Prostate
36534262,"Urothelial carcinoma, sarcomatoid of prostate gland",ICDO3,Prostate
36543338,Villous adenocarcinoma of prostate gland,ICDO3,Prostate
36537628,"Large cell carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
44503000,"Large cell carcinoma, NOS, of cardia, NOS",ICDO3,Stomach
36527573,"Squamous cell carcinoma, large cell, nonkeratinizing, NOS, of cardia, NOS",ICDO3,Stomach
36533360,"Adenosquamous carcinoma of stomach, NOS",ICDO3,Stomach
36533755,"Squamous cell carcinoma, keratinizing, NOS, of fundus of stomach",ICDO3,Stomach
36542938,"Squamous cell carcinoma, NOS, of fundus of stomach",ICDO3,Stomach
36545807,"Squamous cell carcinoma, NOS, of gastric antrum",ICDO3,Stomach
36547966,"Squamous cell carcinoma, NOS, of stomach, NOS",ICDO3,Stomach
36552887,Adenosquamous carcinoma of body of stomach,ICDO3,Stomach
36561039,"Squamous cell carcinoma, NOS, of body of stomach",ICDO3,Stomach
44499875,"Squamous cell carcinoma, keratinizing, NOS, of cardia, NOS",ICDO3,Stomach
44500150,Adenosquamous carcinoma of pylorus,ICDO3,Stomach
44502715,"Adenosquamous carcinoma of cardia, NOS",ICDO3,Stomach
44502858,"Squamous cell carcinoma, NOS, of cardia, NOS",ICDO3,Stomach
4095319,Malignant tumor of fundus of stomach,SNOMED,Stomach
4095320,Malignant tumor of body of stomach,SNOMED,Stomach
4149837,Malignant tumor of lesser curve of stomach,SNOMED,Stomach
4149838,Malignant tumor of greater curve of stomach,SNOMED,Stomach
443387,Malignant tumor of stomach,SNOMED,Stomach
4110571,Carcinoma of fundus of stomach,SNOMED,Stomach
435751,Primary malignant neoplasm of fundus of stomach,SNOMED,Stomach
4115266,Carcinoma of body of stomach,SNOMED,Stomach
36717622,Primary adenocarcinoma of body of stomach,SNOMED,Stomach
193422,Primary malignant neoplasm of body of stomach,SNOMED,Stomach
4174763,Early gastric cancer,SNOMED,Stomach
4174764,Late gastric cancer,SNOMED,Stomach
4115267,Carcinoma of lesser curve of stomach,SNOMED,Stomach
434292,Primary malignant neoplasm of lesser curvature of stomach,SNOMED,Stomach
4112609,Carcinoma of greater curve of stomach,SNOMED,Stomach
437224,Primary malignant neoplasm of greater curvature of stomach,SNOMED,Stomach
35610176,Malignant neoplasm of prepylorus of stomach,SNOMED,Stomach
35610248,Malignant neoplasm of posterior wall of stomach,SNOMED,Stomach
35610249,Malignant neoplasm of anterior wall of stomach,SNOMED,Stomach
197803,Overlapping malignant neoplasm of stomach,SNOMED,Stomach
4094856,Malignant tumor of cardia,SNOMED,Stomach
4094857,Malignant neoplasm of cardiac orifice of stomach,SNOMED,Stomach
4089658,Malignant neoplasm of cardio-esophageal junction of stomach,SNOMED,Stomach
4095317,Malignant tumor of pylorus,SNOMED,Stomach
4094859,Malignant neoplasm of pyloric canal of stomach,SNOMED,Stomach
4092061,Malignant tumor of pyloric antrum,SNOMED,Stomach
4110570,Carcinoma of cardia,SNOMED,Stomach
4110572,Carcinoma of pyloric antrum,SNOMED,Stomach
4112607,Carcinoma of pylorus,SNOMED,Stomach
196044,Primary malignant neoplasm of stomach,SNOMED,Stomach
4155299,Carcinoma of stomach,SNOMED,Stomach
4248802,Adenocarcinoma of stomach,SNOMED,Stomach
37396688,Epstein-Barr virus associated gastric carcinoma,SNOMED,Stomach
37396884,Hereditary diffuse carcinoma of stomach,SNOMED,Stomach
36715854,Linitis plastica of stomach,SNOMED,Stomach
36717490,Primary adenocarcinoma of cardia of stomach,SNOMED,Stomach
36717177,Primary adenocarcinoma of pyloric antrum of stomach,SNOMED,Stomach
36715856,Primary adenocarcinoma of overlapping lesion of stomach,SNOMED,Stomach
36715865,Primary malignant mesenchymal neoplasm of stomach,SNOMED,Stomach
35624157,Undifferentiated carcinoma of stomach,SNOMED,Stomach
432838,Primary malignant neoplasm of cardia of stomach,SNOMED,Stomach
438089,Primary malignant neoplasm of pyloric antrum,SNOMED,Stomach
192255,Primary malignant neoplasm of pylorus,SNOMED,Stomach
36521764,"Medullary carcinoma, NOS, of body of stomach",ICDO3,Stomach
36526407,"Tubular adenocarcinoma of stomach, NOS",ICDO3,Stomach
36526684,Tubular adenocarcinoma of pylorus,ICDO3,Stomach
36533801,"Clear cell adenocarcinoma, NOS, of cardia, NOS",ICDO3,Stomach
36534680,"Carcinoma, undifferentiated, NOS, of fundus of stomach",ICDO3,Stomach
36534715,"Clear cell adenocarcinoma, NOS, of gastric antrum",ICDO3,Stomach
36537255,Hepatoid adenocarcinoma of body of stomach,ICDO3,Stomach
36537773,Mucin-producing adenocarcinoma of pylorus,ICDO3,Stomach
36539765,Tubular adenocarcinoma of body of stomach,ICDO3,Stomach
36540199,"Papillary adenocarcinoma, NOS, of body of stomach",ICDO3,Stomach
36540404,"Medullary carcinoma, NOS, of cardia, NOS",ICDO3,Stomach
36540799,"Papillary adenocarcinoma, NOS, of pylorus",ICDO3,Stomach
